미시애견동반맥주집 루프탑 바이더크릭❣️여기는 루프탑에서보는 시티뷰랑 미시호수공원의 탁 틔인 뷰가 환상인 곳이에요~!!그리고 반려견동반가능한 곳이여서 저희부부의 최애 맥주집이에요😍 추워져서 루프탑은 어렵겠지라고 생각했지만 왠걸요?!왕큰 텐트에 평상을 넣어두셔서 여기 캠핑감성 한가득 더해졌더라고요!!제가 방문한 날 비가왔는데 비와도 걱정없어요!!!비오면 무조건 루프탑 바이더크릭 감성텐트로 고고☝️담요도 준비되어있고 전기장판도 깔려있고 히터도 있어서 더워요 ㅎㅎ옛날통닭이랑 을지로골뱅이는 제일 좋아하는 메뉴에요😆 왠만한 치킨집보다 맛있는 치킨이라고요!!비오는날 따뜻한 텐트안에서 먹으니 이 분위기 어쩔💕여기 금방 만석됩니다!! 꼭 와보세요 진짜 최고👍👍,바이더크릭(by the creek)
겨울에도 밖에서 분위기있게 술 한잔 할 수 있는 곳이 있다해서 갔어요! 예상보다 더 아늑해서 친구와 수다 열심히 떨며 좋은 시간 보냈네요 난방에 무릎덮개까지 정말 1도 안 추웠어요 ㅎㅎ 술도 다양해서 좋았고 안주로 먹은 옛날통닭도 너무 맛있었어요 ㅎㅎ 이번엔 둘이 갔는데 다음엔 넷이 가보려고요! ,바이더크릭(by the creek)
좋아요,바이더크릭(by the creek)
이름처럼 낮과밤이 다른 감각적인 퓨전다이닝 이자카야예요.들어서자마자 2층에서 보이는 환상적인 야경뷰에 감탄~주문한'안주한상'을 받아보곤 그 구성과 맛에 감동! 입이쩍~😮 우둔살이아닌 투뿔한우의 귀한 꾸리살을 사용해서인지 그맛이 진짜 소~름 돋게 맛났어요ㅋ 게다가 특제소스 이게또 이집의 킬포~ 소스에찍어 와사비 살짝 올려먹으니저세상 극강의맛!👍🤩기름기 적당한 연어담백한 광어로 만들어먹은 초밥에 우삼겹이 들어있는 떡볶이김치전에 감튀까지..어쩜 하나같이 다 맛있네요 안주한상에 골고루 다양하게 맛볼수 있어서 너무도 매력적인곳. 그야말로 뷰는거들뿐~음식맛이 다한 찐맛집 인정! 제 맛집리스트에 꾹 저장~ 했답니당~^^*,카멜레온 다이닝(CHAMELEON DINING)
카멜레온 다이닝은 다양한 메뉴와 감각적인 요리로 유명한 다이닝 레스토랑이에요. 👍🏻이곳은 이름처럼 메뉴에 따라 다양한 요리를 경험할 수 있는 곳으로 각각의 요리가 독특한 맛과 플레이팅으로 제공됩니다. 🥰재료의 신선함이 돋보이며 섬세하게 조리된 음식들이 입맛을 사로잡아요. 💕특히 분위기와 인테리어도 고급스럽고 세련되어 특별한 날이나 데이트 장소로도 제격입니다. 🫶🏻직원들도 친절하고 세심한 서비스를 제공해 전반적으로 만족스러운 식사 경험을 할 수 있어요. 👏🏻색다른 미식 경험을 원한다면 카멜레온 다이닝을 추천합니다!😻,카멜레온 다이닝(CHAMELEON DINING)
마음에 들었던 점으로 선택할 수 있는 게다섯 개뿐이라 너무너무 아쉬운 마음 ㅜ.ㅜ그만큼 만족했던 곳인데요분위기도 좋고 뷰도 멋있는 데다가 메뉴 구성까지 상당히 알찬 곳이었어요!다른 곳에서는 안주 한두가지 주문할 가격에 무려 9가지의 음식을 몽땅 담은 한상메뉴가 진짜 가성비 좋더라고요.여기 뷰가 워낙 좋아 낮에와도 좋을 것 같은데메뉴에서 이미 검증 끝났으니 다음엔 낮방문 노려볼게요!-!,카멜레온 다이닝(CHAMELEON DINING)
집 주변에 새로 생겨서 와봤는데 기대 이상으로 너무 좋았어요.1. 입짧은 내 취저 다양한 메뉴 구성세트 2. 회킬러 내 취저 숙성회 존맛3. 위생적인 내부와 뷰 맛집숙성회도 육회도 사이드 떡볶이 김치전 등 꽤괜이네요또 방문 예정~,카멜레온 다이닝(CHAMELEON DINING)
브런치먹으러 왔어요~ 통창으로 미사호수공원뷰가 보여서 너무 좋았어요. 밤에는 이자카야한다는데 분위기 너무 좋을것 같아서 밤에 와보고싶네요. 음식 맛있고 커피도 딱 구수하고 진하니 맛있어요~ 사장님 친절하시고 또 올께요~,카멜레온 다이닝(CHAMELEON DINING)
미사호수공원 딱 보이는데다가 여기 진짜 맛집이에요. 트러플크림파스타 완전 크리미하고 풍미진하고 맛있어요. 또 먹고싶은 맛있는 맛이구 커피도 맛나요. 오픈이벤트로 리뷰쓰면 아이스크림도 주는데 얘도 너무 맛있음! 또 오고싶은 그런맛집이었어요👍,카멜레온 다이닝(CHAMELEON DINING)
분위기 좋다고해서 방문했는데 맛도 대박이에요. 사장님이 오마카세 쉐프 출신이라더니 구성은 오마카세인데 가격은 동네 술집 가격~ 이 가격에 이 퀄리티 음식을 먹을 수 있다니 너무 좋아요. 통창으로 되어 있어서 미사호수공원이 한 눈에 보입니다. 맛과 분위기를 모두 잡은 미사역 맛집~,카멜레온 다이닝(CHAMELEON DINING)
비오는 날 창밖의 뷰로 운치있는 브런치 했어요.새로 생긴 곳인데 음식 깔끔하고 브런치에 음료포함이라 가성비도 좋구요~  저녁이면 다이닝이라 다른컨셉 이색적이에요^^미사 뷰좋은 브런치 원하시면 들러보세요솔치파스타 굿굿!  지역화폐 결제도 되네요~,카멜레온 다이닝(CHAMELEON DINING)
맛있게 잘 먹었습니다.날씨가 갑자기 추워져서국물이 생각났는데 얼큰한 해장국이 맛있드라구요~^^매장도 깨끗하고 친절하세요.~,낙원할머니뼛칼 본점
뼈해장국도 먹고뼈칼국수도 있는 낙원할머니 뼛칼입니다든든한 한끼 먹을수 있는  뼈해장국뼈들도 크고 살밥도 많이 붙어 있어요아이들 같이 오셔도 돈까스 만두도 있어서가족외식으로도 좋은 곳이네요,낙원할머니뼛칼 본점
뼈칼국수랑 우거지해장국 미니돈까스 시켰어요!돈가스 기대 안했는데 너무 맛있더라구요♡가게도 깔끔하고 양도 많고 무엇보다 맛있어요!!특히 배추김치..♡♡,낙원할머니뼛칼 본점
하남경찰서 앞에 맛집이 생겼네욤 뼈해장국 × 칼국수라니 정말 맛있게 먹었어욥 고기양도 푸짐하고 얼큰하니 맛있습니당 반찬도 깔끔하고 칼국수 진짜 맛있어요,낙원할머니뼛칼 본점
오늘은 순살뼈칼 ❤️❤️👍👍양도많고 맛도좋고즐거운 점심식사 였어요뼈해장국집이 뼈칼국수라니 ㅎㅎㅎㅎ대박나세용,낙원할머니뼛칼 본점
깊은 국물 맛이나고 너무 자극 적이지도 않고 맛있어요 쥬차 할곳이 넉넉하지는 않지만 밥도 더 먹을 수 있고 좋습니다 많이 쌀쌀 해지는데 국물이 끝내줍니다.,낙원할머니뼛칼 본점
뼛칼이란 메뉴가 특이하네요 맛도 있고 ㅎㅎ칼국수와 뼈의 만남 음 특히 해장국 베이스에 잘 어울리는듯담엔 다른 메뉴도 먹어봐야할듯 정통 뼈해장국 도전 고고~~~❤️❤️👍🏼❤️❤️👍🏼,낙원할머니뼛칼 본점
국물도 진하고 맛있어요!!오픈한지 얼마 안되서 깨끗하고 서비스도 만족😍,낙원할머니뼛칼 본점
우리 가족이 좋아하는 동네 중국집 ㅎㅎ 블루베리 탕수육 바삭하고 실하니 넘 맛나고요 짜장면은 말할 것도 없고 처음 시켜본 매콤 잡채밥 넘 맛났어요. 중식의 느끼함을 잘 잡아주는? ㅎㅎ 양은 어찌나 많이 주시는지 2인분같은 1인분 주셨네요 ㅎㅎ 아이도 넘나 잘 먹었습니다,하남 찰리황
맛집인줄 모르고 먹다 뒤늦게 사진을 찍었네요! 양도 많고 맛있어요😆 앞으로 여기 메뉴들 도장깨기 들어갑니다! 사장님 셰프님 너무 친절하시고 식당 분위기도 좋고 기분좋게 식사하고 갑니다👍🏻👏🏻👏🏻,하남 찰리황
너무 맛있어요 ^^,하남 찰리황
존맛탱 쟁반짜장💖남자직원분 넘 친절하세요ㅎㅎ 유쾌하시고 추천메뉴도 잘 알려주십니당! 그리고 여기 쟁반짜장 꼬옥 드셔보세요! 내가 여태까지 먹은 쟁반짜장이 부정당한기분..? 너무 맛있어요ㅎㅎ✅직원이 넘 친절해요✅주차가능해요✅짬뽕 해물이 많아요✅쟁반짜장 넘 맛있어요세번 먹고 리뷰하고 싶어서 방문했슙니다ㅋㅋㅋ찐맛집,하남 찰리황
옛날짜장 맛있어요중국집 인테리어가 카페같아요,하남 찰리황
요즘 짬뽕 짜장면 탕수육 맛있는집 찾기 어려운데 진짜 맛있는 집근처 맛집이예용👍🏻 통오징어짬뽕이랑 탕수육 먹었는데 짬뽕도 얼큰하고 탕수육도 쫀득하도 완존 맛있었어요☺️ 매장이 살짝 추웠는데 직원분들이 바로 해결해주셔서 따뜻하고 맛있게 잘 먹고 왔어용‼️,하남 찰리황
매장에서 고객이 편하게 음식을 먹을 수 있도록 해 주세요매장에 티비도 있고 스피커도 있는데 왜 있는지도 모르겠고분위기 적막한 가운데 식사 내내 직원 분 유튜브 보는 시끄러운 소리만 내내 들리고음식을 먹는데 여기서 먹어도 되나 싶을만큼 불편해서 혼났네요고객에 대한 기본적인 에티튜드가 부족한거 같습니다,하남 찰리황
직원분들이 친절하고 음식이 맛있어요!,하남 찰리황
우연히 검색하다 발견한곳!딱 내가 원하는 컨셉이다적당한 가격에 각종 야채 (미나리포함) 무한리필이라니!!!^^셀프바에서 가져다 먹음 된다.네이버 예약하고 가서 만두 두 개 서비스 제공 받음.미리 얘기할껄ㅎㅎ 알아서 챙겨주실줄알고 말 안 하고 있었더니 안 주셔서 여쭤보니 그제서야 챙겨주심ㅋ두개지만 왕만두라 든든해요ㅎ 꼭~! 챙겨드시길^^ 찌는데 시간 좀 걸리니 미리 말씀 하시길!! 맛.가격 모두 만족~!재방문의사 100% 이 컨셉 가격 그대로 유지된다면 샤브샤브는 계속 이곳으로 갈 듯,청록 미나리식당 미사강변점
저번에 건물에 일볼일이 있어서 지나간김에 외관이 깔끔해서 다음에 한번 가보자 했던곳 예약하고 갔는데 너무 맛있게 잘먹어서 고기도 재주문하고 특히 야채 무제한 진한맑은 국물  맛있는 볶음밥 서비스 만두가 생각나네요 ㅎㅎ 너무 잘먹었습니다,청록 미나리식당 미사강변점
진짜 너무 맛있습니다^^ 넓은 매장이라 가족식사 단체식사 하기도 좋구요. 요즘같이 고물가시대에 야채를 마음껏 눈치 안 보고 가져다 먹을 수 있는 곳이 과연 몇이나 될까요?? 사장님도 친절하시고 직원분들도 다 친절하세요. 음식 맛도 있구요. 주차도 편하고 간만에 너무 즐거운 식사 하고 나왔습니다. 가격도 전혀 안 비싸요. 다들 여기서 꼭 가족모임 하셨으면 좋겠어요. 다음에 또 들릴게요. 감사합니다!!!,청록 미나리식당 미사강변점
데이트하러 하남왔다가 들른 하남샤브샤브집이에요 야채 너무너무 깨끗하고 신선했구요! 야채랑 죽이 무한리필이라 배터지게 먹었네요 가격도 괜찮고 뷰도 좋고 주차도 편해서 하남 데이트오면 종종 들를것같아요~~ 굿입니당~~~,청록 미나리식당 미사강변점
큰 기대없이 방문했는데 진짜 맛있네요?입맛 까다로운 남편도 아이도 다들 맛있대요!!!특히 숙주랑 미나리랑 버섯 리필도 편하게 할 수 있고 고기도  좋았어요.다음엔 오리전골도 먹어보려구요.사장님 여기서 오래오래 번창하세요!,청록 미나리식당 미사강변점
무한리필로 제공되는 건강에 좋은 미나리외에 신선한 버섯류청경채와 함께 딱 봐도 선홍빛 질좋은 소고기를 익혀서 한젓가락에 입에 넣으니 그맛이 일품입니다겨자간장과 초고추장이 구비되어있어 기호에 따라 먹을수 있어서 그또한 좋네요나들이길에 우연히 들러본 식당인데 맛과 가성비면에서 아주 만족스러웠네요 다음기회엔 가족외식으로 다시 찾을거 같습니다,청록 미나리식당 미사강변점
언니들이랑 먹고 너무 맛있어서 신랑델꼬 왔네요야채가 싱싱하고 맛도 좋아요양이 많아서 죽은 조금 남겼어요...미나리 👍,청록 미나리식당 미사강변점
아이 어른 모두 좋아할 만한 메뉴입니다. 주차 공간 넉넉하고 사장님도 친절하세요. 미나리와 야채 무한 리필로 많이 먹었는데칼국수와 죽도 너무 맛있어서 배가 부른데계속 먹게되네요.,청록 미나리식당 미사강변점
미분당 말해모합니까정말 맛나용:)혼밥하기도 좋구다른 지점도 가봤는데 여긴 더 맛있는듯?!사장님들이 한시도 안 쉬시고 계속 닦으셔서너무 빛이 납니다청결해서 더 먹기도 좋아요🩷미사역점 최고~~벌써 두번째 방문!!:)  또또또올게용내돈내산 노리뷰이벤트입니다^^,미분당 미사역점
강변점보다 맛있는것 같아요 미사역에 바로 생겨서 좋은데다먹고 나오니까 뒷골목에 담배피는 사람이 너무 많아서위치가 조금 아쉽네요 ㅠ 맛있게 먹고나왔는데 담배연기 흡입함 육수는 다른 지점보다 맛있고 뜨끈하게 줘서 좋아여,미분당 미사역점
마사 미분당 두곳이 있다 여기는 미사역점 같은 브랜드여도 맛과 분위기는 다르다 두곳 모두 면은 무한으로 주문하면 무료임미사역점은 면이 부드러운 장점이 있지만육수가 짜다 하지만 면의 후루룩 부드러움과 고기로 맛있게 먹긴 했지만육수는 조금 아쉬웠다,미분당 미사역점
미분당은 말모말모고기의 이븐함과 면의 익힘정도가 좋았어요조용히 혼밥하기도좋고무엇보다 리필도된다는!,미분당 미사역점
미사에 새로생겨서 가봤는데양도 많고 진짜 맛있더라구요 🩵친절하도 넘맛있었어요 ㅎㅎㅎ,미분당 미사역점
미사역근처에 미분당이 더 생겼는데 여기도 똑같이 맛있어요.베트남국수집 중에서 제일 좋아하는 집이예요.깔끔하고 맛있어요.,미분당 미사역점
매장도 조용하고 특히 오픈키친이라그런지 깔끔한걸 한눈에 볼수있어서좋았습니다. 친절하시고 무엇보다 음식이 너무 맛있었어요!,미분당 미사역점
점점 더 맛있어지는 것 같아요.먹으면서 대파손질 하는 거 보고 놀랬어요얼마나 꼼꼼히 다듬고 세척하시는지 맛있는 이유가 있더라구요운동가는 아들이 면추가해서 든든히 잘먹었습니다 ㅋ,미분당 미사역점
항상 회사근처에서 먹던 메뉴로 먹었는데미사 지점도 새로생겨서 와봤어요포케 체인점중에선슬로우켈리가 제일 맛있는것 같아요새가게라서 그런지 재료도 신선하고가게도 깨끗하네요 굿굿 혼밥하기에여기만한곳이 없쥬,슬로우캘리 하남미사점
양도 푸짐하고 샐러드가 신선해서 너무 좋았어요~ 아보카도도 냉동 쓰지않으셔서 고소하게 잘 먹었습니다! 스파이시 튜나 볼 먹었는데 매콤하니 넘 맛있더라구요😖🩵🩵 사장님도 친절하시구 매장도 쾌적해서 혼밥하기 좋아요!,슬로우캘리 하남미사점
오픈 때부터 늘 깔끔하게 자주 방문하는 포케집 슬로우캘리 가깝고 맛있고 신선하고 이만한 곳이 없죠!!클래식 연어 포케랑 스프도 따땃하니 부드럽고 좋습니다!!자주 방문해서 또 리뷰 쓰고 하려고요!! 배고플 때 먹어서 두배 맛있어요!!,슬로우캘리 하남미사점
새로 생긴 샐러드맛집이에요🩷 간단하게 먹으려고 통밀랩을 선택했는데! 이것도 엄청 커요 👍 내용물도 푸짐해서 완전 배부르게 먹고 가요ㅋㅋ 인테리어도 깔끔하고 내부 분위기도 쾌적해서 좋았어요 😋 담에 와선 포케 먹고 가려구요 😁,슬로우캘리 하남미사점
미사 포케 맛집 찾다가 슬로우캘리 발견해서 먹으러왔어용 ㅎㅎ 다른 지점보다 더 신선하구 오픈한지 얼마 안된 매장이여서 그런지 엄청 깔끔하고 사장님도 너무 친절하세용 ㅎㅎ 미사 올때마다 먹으러 와야겠어용🫶,슬로우캘리 하남미사점
너무 좋아하는 포케집이라 송리단길점 자주갔는데 미사에 생겨서 너무 좋아요! 어제 왔는데 오늘은 부모님 모시고 또 왔네요☺️건강한데 맛있어서 자주 오려구요!🥰모두 맛있게 드시고 건강하세요❣️,슬로우캘리 하남미사점
처음 방문 해 봅니다.포장해가는데 잘 먹고 계속 단골이 되었으면좋겠네요.,슬로우캘리 하남미사점
포장해서 먹었는데 정말 든든하게 잘 먹었어요.행복해요 배도 차고 건강해지는 느낌 !!매장도 너무 좋아서 다음엔 매장에수 먹어보려구오~~,슬로우캘리 하남미사점
김밥 속이 꽉차서 진짜 맛있어요. 재료들 신선하고 한줄만 먹어도 든든하고 배불러요~김밥이 먹고싶을땐 담아봄에 추천드려요 ~,담아봄에
속이 꽉!! 차고 너무맛있어요^^ 자주 가겠습니다!!,담아봄에
뭐하나 빠지는거 없이 다 맛있어요김밥은 건강하고 돈까스소스도 직접만드시고사장님 오래오래해주세요,담아봄에
검단산 등산가서 넘 맛있게 먹었어요! 유부김밥 참치김밥 둘 다 취향 저격~~ 검단산 갈 때는 이제 여기서 김밥 사가려구요😋,담아봄에
와우~전에 먹은 갈비탕 먹으러 갔다가 휴무라고 해서 서운했었는데..오늘은 문을 열었네요.근데 완전히 바뀌었네요..고기 무한리필도 랩핑해 놓은거 그냥 가져가서 먹음되고 샐러드바도 뭔가 단촐하면서도 가성비 좋게 바뀌어서 깜놀했어요. 들어가자마자 감탄하며 사진 찍고는 정작 고기 구워 먹을땐 정신줄을 놔서 사진이 없네요 ㅠㅠ친구랑 둘이 갔는데 8팩 먹은거 실화인지@@암튼 잘 먹었습니다. 다음 친구들 모임땐 예약해야겠어요,스타클럽 5 푸드풋팅(star club 5 food futting)
영수증 인식을 잘못한듯 한데요.1인 29700원입니다.소고기 장어가 메인이고 국 반찬 시타 튀김류 있습니다.소고기 안질기고 장어 퍽퍽하지 않고 맛있습니다.반찬들도 맛있고 김치 특히 맛나네요..고기싸롱 명륜진사 보다 더 고급스런 곳을 찾으신다면이곳을 추천합니다.일하시는분들도 친철하시고 테이블도 고급스럽고깨끗합니다. 추천!,스타클럽 5 푸드풋팅(star club 5 food futting)
고기를 무척이나  좋아하는 집이라아이들 델꼬 소고기무한리필 하는 가게 검색해서 방문하게 되었어요💕매장도 깨끗하고 음식도 정갈하게 깔끔하게 잘 정도 되어있어서 마음에 들었어요.고기뿐 아니라 다른음식들도 여러가지 있어 아이들 신나게 음식담아서 고기랑 같이 맛있게 먹었답니다.,스타클럽 5 푸드풋팅(star club 5 food futting)
장어랑 고기랑 샐러드바 너무 퀄리티가 좋고 맛잇어요!!! 이가격에 생맥주 무한리필까지~~~~ 미사 맛집으로 인정👍👍👍,스타클럽 5 푸드풋팅(star club 5 food futting)
장어 무한리필로 먹으면 소고기도 먹을 수 있어요!! 무한리필이라 퀄리티는 큰 기대 없었는데 장어 진짜 종아리만해요 진짜 크고 너무 맛있어요! 소고기도 랩핑되어있는거 가져다 먹으면 되고 씨원한 생맥도 셀프바에 무한리필이라 넘 맛있게 먹었습니다!!!,스타클럽 5 푸드풋팅(star club 5 food futting)
가성비 갑!!!질 좋은 소고기 무한 리필에 장어돼지고기까지 다 먹을수 있는곳.자주 못 먹는 LA갈비 양념도 진짜 맛있다.더욱더 매력적인건 생맥주 무한리필까지~~~,스타클럽 5 푸드풋팅(star club 5 food futting)
고기질도 좋고 맛있어요! 즐기지도 않고 다양한 종류의 고기와 장어를 먹을수 있어 좋았어요! 좋은 사람들과 좋은곳에서 잘 먹고 갑니다!,스타클럽 5 푸드풋팅(star club 5 food futting)
소고기  먹어러 왔다가 장어 먹고  깜놀했어요~!!!너무 맛있어요~~!!!사장님  직원분들 너무 친절하시네요~!!장어  퀄리티 너무 좋아서   남는게  있는건지는 몰라도장어  소고기  너무 맛있어요~!대박나세요~!!!,스타클럽 5 푸드풋팅(star club 5 food futting)
소주물 유명하길래 오고싶었는데 매일 대기가 많더라구요 좀 늦은시간에 오니 바로입장했고 고기질도 신선하고 직원분들이 친절했어요 소고기 배불르게 맛있게 먹고 갑니다 마늘쏘스가 맛있어요,소주물 하남시청점
50평생 살면서 이렇게 자주 찾는집은 없을것 같아요하남시청점이 생겨서 미사까지 안가도 맛있게 먹을수 있어서 너무 좋네요삼겹살 먹을 돈으로 요거드세요가성비도 맛도 으뜸 입니다.꼭 한번 와보세요~,소주물 하남시청점
전부터 와보고싶었는데 이제오네요🫢고기굽는법도 친절하게 설명해주시고 매장도 깔끔해요그리고 고기가 너무너무맛있음🤭또올게요🫶🫶,소주물 하남시청점
미사 유명 맛집 소주물이 집 근처에도 생겼다길래 옴.갈빗살이 예술~!! 얼마전에 갔던 삼각지역 유명 고깃집인 ‘뭉*’ 생각나면서도 거기와는 또 다른 양념의 맛! 밑반찬들이 감초 역할을 해서 고기와 함께 무한 흡입 가능!! 이제 미사까지 안 가도 되서 좋으다~~,소주물 하남시청점
마늘 갈빗살  마늘 안창주물럭 먹었는데 갈빗살이 더 맛있어요.. 멀리서 친언니 방문으로 왔는데 조카도 맛있다고  엄지척하고 술이 술술~~ 들어갑니다ㅎㅎㅎ 먹느냐고 정신없어서 물냉사진은 없는데 물냉도 너무 너무 맛있어요👍👍👍 재방문은 말할것도 없구요 매일매일 가고싶은 맛이예요👏👏👏 지금도 쓰면서 침흘리고 있어요ㅎㅎㅎㅎㅎ 진심 후회없는 곳이예요,소주물 하남시청점
마지막 한테이블 남았는데 운좋게 바로 들어왔어요! 고기 질 진짜 좋고 직원분 모두 엄청 친절하시고 매장 깨끗하고 좋아요💖아이와 부모님 모시고 오기 좋아요💖,소주물 하남시청점
모임할때마다 방문하는곳!!너무 맛있어요!!!,소주물 하남시청점
너어무우우 맛있어요~~매장 쾌적하고 직원분들도 친절해요~!!세번째 왔는데 올때마다 진짜 고기 넘 맛있엉ㅜㅜ화로가 쎄서 성격급한 저같은 사람은 넘 좋아요ㅋㅋ,소주물 하남시청점
여름에 우연히 마주하게 된 맛집. 이런 가게가 미사에 있었다니!! 완전 내 취향~• 7시퇴근하고 문닫을까봐 부랴부랴 방문한적도.일주일에 한번씩은 꼭 들러요~,더피쉬워크샵
맛있게 잘먹겠습니다,더피쉬워크샵
맛있게 잘먹었습니다,더피쉬워크샵
배고픈자 한솥으로 오라크크 곱빼기 에 치킨 추가,한솥도시락 하남감일점
고기 위주로 도시락을 골랐더니 푸짐하네영김피탕은 너무 오래걸려서 김피탕 기다리다 도시락이 다 식었어여 그래도 맛있게 잘 먹었어요 배민에 얼른 등록 되어서 픽업주문 할수 있으면 좋겠어요,한솥도시락 하남감일점
사장님 완전 친절하시고~~ 맛은 어디나 같지만 더 맛있는듯💖,한솥도시락 하남감일점
가성비 좋은 한솥 도시락이 근처에 생겨서 너무 좋네요.옛날에 치킨마요 2300원일때 거의 매일 먹었던 기억이 나는데그때나 지금이나 가성비 최고네요무엇보다 원산지도 착해요 ㅋㅋ이 가격에 국산 비율이 높은것도 큰 장점!그리고 오픈한지 얼마 안됐는데 맛도 품질도 굳!!,한솥도시락 하남감일점
밥이 많이 되요. 그래서 먹은 것 같지가 않네요. 수분감이 없어서. 전기로 찐밥인듯. 돈까스 햄버거 같은 재료는 의외로 괜찮았어요.,한솥도시락 하남감일점
가까이 있어 좋아요,한솥도시락 하남감일점
친절하고 좋아요,한솥도시락 하남감일점
넘 좋아요!,한솥도시락 하남감일점
